Age,Gender,Education,Marital_Status,Region,State,Farm_Size,Crop_Type,Livestock_Type,Livestock_Number,Irrigation,Crop_Cycles,Technology_Use,Previous_Loans,Loan_Amount,Repayment_Status,Savings_Behavior,Financial_Access,Annual_Income,Extension_Services,Market_Distance,Yield_Per_Season,Input_Usage,Labor,Loan_Repaid,Credit_Score
23,Male,Secondary,Divorced,North East,Adamawa,3.46,Millet,Goats,8,No,1,No,No,0,Defaulted,Yes,Yes,261415.11,No,6.52,107232.65,All,Hired,0,26.09
23,Female,Secondary,Married,South West,Oyo,1.53,Oil Palm,Pigs,14,No,3,No,No,0,Late,No,Yes,256685.81,Yes,5.12,156378.41,All,Family,0,29.83
27,Male,Secondary,Married,South South,Edo,2.98,Cocoa,Goats,17,Yes,3,Yes,No,0,Late,Yes,Yes,427052.92,No,16.48,170247.07,All,Family,0,49.2
24,Female,Secondary,Married,South West,Oyo,2.03,Plantain,Poultry,13,No,3,No,No,0,Paid on Time,No,No,338209.6,No,0.1,129328.06,Some,Both,1,84.19
21,Male,Tertiary,Married,South West,Ondo,1.63,Plantain,Pigs,13,No,2,Yes,No,0,Late,Yes,Yes,292841.43,Yes,15.62,33372.73,Some,Hired,0,42.01
20,Male,Secondary,Married,North Central,Benue,1.43,Sesame,Pigs,12,Yes,3,No,Yes,444817,Paid on Time,Yes,Yes,242276.77,Yes,17.49,103375.15,None,Hired,1,71.11
27,Female,Secondary,Single,South South,Delta,1.42,Oil Palm,Pigs,7,No,2,No,Yes,53255,Paid on Time,Yes,Yes,393675.33,No,21.77,106716.45,All,Family,1,85.19
20,Male,Secondary,Single,South West,Osun,3.76,Plantain,Goats,17,Yes,2,No,No,0,Paid on Time,Yes,Yes,445235.64,Yes,8.36,79659.47,Some,Family,1,69.45
22,Male,Primary,Married,South South,Akwa Ibom,2.37,Cassava,Goats,8,Yes,1,No,Yes,352311,Late,Yes,Yes,553547.94,No,9.85,117405.02,None,Family,0,30.27
19,Male,Secondary,Single,North West,Sokoto,3.37,Millet,Sheep,10,Yes,3,No,Yes,191902,Paid on Time,Yes,No,493404.78,No,4.8,166494.47,None,Family,1,41.9
21,Female,Secondary,Divorced,South East,Enugu,1.4,Vegetables,Goats,16,No,3,Yes,Yes,161414,Paid on Time,Yes,Yes,503982.13,Yes,16.75,226900.81,Some,Family,1,78.57
18,Female,Tertiary,Single,South East,Imo,1.77,Yam,None,0,No,2,No,Yes,459680,Paid on Time,Yes,Yes,265844.67,No,2.1,129895.58,All,Family,1,83.96
20,Female,Tertiary,Married,North West,Kebbi,2.73,Rice,Poultry,2,No,1,No,No,0,Paid on Time,Yes,Yes,174694.34,No,8.55,171091.36,All,Family,1,70.41
29,Male,Secondary,Married,North West,Jigawa,2.31,Groundnut,Sheep,4,No,1,No,No,0,Paid on Time,No,Yes,338850.63,Yes,9.97,206633.46,All,Hired,1,84.59
30,Female,Primary,Single,South East,Imo,4.31,Cassava,Pigs,17,No,1,No,No,0,Late,Yes,Yes,217044.98,Yes,5.23,172595.31,None,Family,0,24.57
22,Male,Tertiary,Single,South West,Ekiti,1.84,Cocoa,None,0,No,1,No,Yes,115035,Late,No,No,363320.56,Yes,9.21,147053.68,Some,Hired,0,55.38
33,Female,Secondary,Married,North Central,Kogi,2.2,Cassava,None,0,No,1,Yes,No,0,Paid on Time,No,Yes,325999.68,No,15.87,150043.78,Some,Family,1,59.88
26,Male,Tertiary,Single,South South,Bayelsa,1.82,Oil Palm,Goats,18,Yes,1,No,Yes,74236,Paid on Time,Yes,No,533960.42,No,8.86,158384.58,None,Family,1,62.22
18,Female,Primary,Single,South West,Ogun,3.28,Cassava,Goats,4,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,80661.22,Yes,7.91,145829.46,All,Family,1,52.61
33,Female,Secondary,Single,South East,Anambra,1.1,Vegetables,Goats,19,Yes,2,No,No,0,Late,No,Yes,231817.81,Yes,5.64,127420.47,None,Hired,0,34.22
30,Female,Secondary,Single,South West,Osun,0.84,Oil Palm,Pigs,18,No,2,Yes,No,0,Late,Yes,No,440680.75,No,13.92,172116.81,Some,Both,0,18.88
23,Male,Primary,Divorced,North Central,Benue,2.43,Sesame,Cattle,17,No,3,Yes,No,0,Paid on Time,No,Yes,458689.58,No,13.41,155589.23,All,Hired,1,75.86
22,Female,Tertiary,Divorced,North East,Bauchi,2.74,Sesame,None,0,No,3,Yes,No,0,Paid on Time,Yes,Yes,209562.85,Yes,4.7,69485.09,None,Family,1,67.24
26,Female,Tertiary,Divorced,South East,Abia,3.93,Cassava,None,0,Yes,2,No,No,0,Late,No,Yes,289723.25,No,2.75,139948.06,None,Family,0,47.52
19,Male,Tertiary,Married,South West,Ogun,1.12,Vegetables,Poultry,17,No,3,Yes,No,0,Paid on Time,Yes,Yes,275284.83,Yes,7.04,205534.41,None,Family,1,76.25
35,Male,Secondary,Single,North West,Katsina,1.63,Millet,Sheep,10,Yes,1,No,No,0,Paid on Time,No,Yes,236469.46,Yes,11.07,113367.31,None,Family,1,67.63
28,Female,Secondary,Single,South East,Abia,1.94,Rice,Pigs,6,No,2,No,Yes,374751,Paid on Time,No,Yes,183986.22,No,9.97,170283.22,All,Family,1,69.71
25,Male,Primary,Married,South South,Cross River,3.14,Cassava,Pigs,15,No,3,Yes,Yes,257582,Paid on Time,Yes,No,276856.84,No,3.6,99794.38,All,Both,1,51.81
21,Male,Secondary,Married,South South,Bayelsa,1.5,Vegetables,Goats,20,No,1,No,Yes,324823,Paid on Time,Yes,Yes,257461.27,No,3.2,139357.01,None,Both,1,46.66
28,Female,Tertiary,Married,North Central,Plateau,0.24,Rice,Cattle,9,No,3,Yes,Yes,298586,Paid on Time,No,Yes,357058.47,No,5.34,126182.32,All,Both,1,63.81
25,Female,Tertiary,Divorced,South South,Cross River,2.58,Cassava,Pigs,8,No,2,Yes,Yes,409336,Paid on Time,Yes,No,133676.55,No,4.38,195093.78,All,Family,1,72.28
28,Male,Primary,Divorced,North West,Jigawa,2.67,Cotton,None,0,No,1,Yes,No,0,Late,No,No,329333.12,Yes,15.04,93917.67,All,Both,0,15.08
28,Male,Secondary,Married,North East,Taraba,2.4,Sorghum,Goats,8,No,3,No,No,0,Paid on Time,Yes,Yes,231923.36,Yes,13.6,147659.75,None,Both,1,70.42
24,Female,Primary,Single,South South,Bayelsa,2.93,Plantain,Pigs,6,No,3,No,No,0,Paid on Time,Yes,Yes,438610.82,Yes,17.97,99224.63,Some,Family,1,56.94
34,Male,Primary,Divorced,North West,Kano,1.61,Rice,Cattle,10,Yes,3,Yes,No,0,Paid on Time,No,Yes,322271.61,Yes,15.09,50100.4,All,Both,1,81.27
30,Male,Secondary,Single,North East,Bauchi,3.02,Maize,Sheep,2,No,2,Yes,No,0,Late,Yes,Yes,306222.18,No,4.93,120034.86,None,Both,0,22.93
21,Male,Tertiary,Married,South West,Ondo,1.03,Oil Palm,Goats,17,No,3,Yes,No,0,Paid on Time,Yes,Yes,478969.9,Yes,19.06,90304.88,None,Family,1,52.18
35,Male,Tertiary,Married,North East,Adamawa,1.39,Millet,Cattle,19,No,1,Yes,Yes,388837,Paid on Time,No,No,211345.12,Yes,16.62,186762.07,None,Hired,1,55.11
33,Female,Secondary,Single,North West,Kaduna,0.33,Beans,Poultry,2,No,3,Yes,Yes,410241,Paid on Time,Yes,Yes,215255.18,No,11.84,150582.59,All,Hired,1,44.88
24,Female,Primary,Single,North Central,Nassarawa,2.94,Rice,Pigs,6,No,3,Yes,No,0,Late,Yes,Yes,269153.33,Yes,7.71,130208.48,Some,Hired,0,57.45
29,Male,Secondary,Married,North Central,Nassarawa,0.83,Rice,Goats,18,Yes,3,Yes,No,0,Paid on Time,Yes,Yes,430477.43,No,12.43,136987.17,Some,Family,1,75.05
25,Female,Tertiary,Single,South West,Ekiti,1.98,Vegetables,None,0,No,3,No,No,0,Late,Yes,Yes,157431.59,No,17.39,186012.93,All,Hired,0,22.89
35,Male,Tertiary,Single,North Central,FCT,2.06,Cassava,Goats,17,No,1,Yes,No,0,Late,Yes,Yes,227259.45,No,15.45,202249.02,Some,Family,0,29.74
27,Male,Secondary,Single,South West,Osun,3.12,Oil Palm,Goats,20,Yes,3,No,No,0,Paid on Time,No,Yes,270600.48,Yes,12.15,219107.39,All,Family,1,82.79
22,Male,Secondary,Married,North West,Katsina,1.41,Rice,Goats,8,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,446426.85,Yes,0.87,186336.53,None,Family,1,61.59
33,Female,Primary,Married,North West,Kebbi,2.51,Rice,Poultry,10,No,1,Yes,No,0,Paid on Time,Yes,Yes,313148.51,No,15.39,100112.11,Some,Family,1,51.95
28,Male,Primary,Single,South South,Delta,1.84,Rice,Pigs,20,No,3,Yes,No,0,Paid on Time,Yes,Yes,401294.29,Yes,4.19,103764.23,Some,Both,1,66.11
23,Female,Tertiary,Married,South East,Anambra,2.26,Rice,Goats,16,No,2,Yes,No,0,Paid on Time,Yes,Yes,222889.17,No,9.77,128073.77,None,Hired,1,72.57
22,Male,Secondary,Single,South East,Enugu,2.39,Vegetables,Pigs,10,No,3,Yes,No,0,Paid on Time,No,Yes,224951.76,Yes,13.91,191658.02,Some,Both,1,85.42
25,Male,Secondary,Divorced,South South,Cross River,1.53,Cocoa,Goats,11,Yes,3,No,No,0,Paid on Time,Yes,Yes,243237.52,No,15.1,176735.2,All,Both,1,48.15
23,Female,Secondary,Divorced,South South,Rivers,4.41,Plantain,Poultry,9,No,1,No,No,0,Late,Yes,No,349140.03,No,20.84,205033.09,None,Family,0,36.16
18,Male,Secondary,Single,South South,Rivers,0.82,Oil Palm,Poultry,6,No,2,No,Yes,263411,Late,Yes,Yes,239416.45,Yes,4.73,164381.4,Some,Both,0,23.58
34,Male,Primary,Divorced,South South,Bayelsa,3.37,Rubber,Pigs,2,Yes,3,No,No,0,Defaulted,Yes,Yes,260151.61,No,15.22,163895.85,All,Family,0,22.67
32,Male,Tertiary,Married,South East,Imo,4.8,Oil Palm,Goats,17,Yes,1,No,Yes,89566,Late,No,Yes,349136.51,No,21.71,172474.62,All,Hired,0,27.43
34,Female,Secondary,Married,South East,Enugu,1.99,Rice,Pigs,11,No,2,Yes,No,0,Paid on Time,No,No,436838.58,Yes,12.02,27273.25,None,Hired,1,58.47
19,Male,Primary,Single,North East,Bauchi,0.91,Sorghum,Sheep,17,Yes,2,No,Yes,60633,Paid on Time,Yes,Yes,243309.5,No,12.4,85479.17,None,Family,1,70.3
31,Female,Secondary,Single,South South,Rivers,1.85,Cocoa,Pigs,8,Yes,1,No,No,0,Paid on Time,Yes,Yes,326436.19,No,12.51,123782.33,Some,Hired,1,65.28
29,Male,Secondary,Married,South East,Ebonyi,2.0,Vegetables,Goats,9,No,3,No,No,0,Defaulted,Yes,Yes,385219.95,Yes,8.87,210794.21,All,Both,0,53.85
23,Male,Secondary,Married,North West,Kebbi,0.79,Beans,Sheep,13,Yes,2,No,No,0,Paid on Time,Yes,No,296274.35,Yes,17.0,156538.62,All,Hired,1,52.03
35,Male,Primary,Married,North West,Kebbi,1.8,Groundnut,Sheep,1,No,1,Yes,No,0,Paid on Time,Yes,Yes,210641.38,No,16.47,71545.05,None,Both,1,69.18
33,Female,Secondary,Single,South West,Lagos,2.09,Cassava,Pigs,20,No,1,No,No,0,Paid on Time,No,Yes,391759.93,Yes,13.29,153831.06,Some,Both,1,77.85
26,Female,Secondary,Married,North Central,Kwara,3.87,Yam,Poultry,12,No,1,No,No,0,Defaulted,Yes,Yes,306499.94,Yes,8.68,174581.37,None,Hired,0,53.56
26,Male,Primary,Single,North East,Gombe,3.1,Groundnut,Cattle,9,Yes,1,Yes,Yes,192127,Paid on Time,No,Yes,213396.14,No,13.26,152194.15,All,Family,1,87.74
31,Female,Primary,Married,North East,Taraba,1.26,Groundnut,Cattle,2,No,1,Yes,No,0,Paid on Time,No,No,271639.84,Yes,13.23,94591.27,Some,Both,1,40.8
19,Male,Secondary,Single,South South,Rivers,0.53,Plantain,Goats,11,Yes,3,No,No,0,Paid on Time,Yes,Yes,263567.98,No,1.99,169597.62,All,Hired,1,66.14
34,Female,Secondary,Single,South East,Abia,2.57,Yam,Pigs,10,No,1,Yes,No,0,Paid on Time,No,Yes,281822.08,Yes,11.4,213290.4,All,Both,1,41.96
31,Male,Secondary,Divorced,South South,Akwa Ibom,2.51,Rice,Pigs,11,Yes,3,Yes,No,0,Paid on Time,No,No,402149.5,Yes,7.61,99844.24,All,Family,1,77.15
26,Male,Primary,Married,South West,Ogun,3.76,Oil Palm,Poultry,2,Yes,2,No,Yes,279351,Late,No,No,311620.17,No,10.54,169521.5,None,Both,0,36.21
34,Female,Secondary,Married,South West,Osun,1.99,Vegetables,Poultry,15,No,3,No,No,0,Late,No,Yes,216936.93,Yes,9.09,233884.2,All,Both,0,44.84
26,Male,Tertiary,Single,North East,Taraba,3.13,Millet,Goats,13,No,2,Yes,No,0,Late,Yes,Yes,360873.69,Yes,3.12,182295.7,None,Family,0,11.62
29,Female,Tertiary,Single,North Central,Niger,2.31,Cassava,Poultry,17,No,2,No,No,0,Late,No,Yes,157501.19,Yes,10.82,166481.68,None,Hired,0,40.46
24,Male,Tertiary,Single,South South,Delta,2.27,Plantain,Goats,4,No,2,No,No,0,Paid on Time,Yes,Yes,246344.62,No,12.3,212534.26,All,Hired,1,81.75
30,Male,Tertiary,Single,North East,Yobe,2.29,Sorghum,Cattle,11,No,3,No,Yes,223531,Paid on Time,Yes,Yes,561727.33,Yes,14.56,83391.75,All,Both,1,41.56
18,Male,Tertiary,Married,South East,Imo,2.09,Cassava,Pigs,2,No,2,No,No,0,Paid on Time,No,No,254120.25,No,13.77,48803.42,Some,Family,1,68.51
29,Male,Secondary,Married,South South,Rivers,1.91,Rubber,Goats,20,No,1,No,No,0,Paid on Time,No,Yes,384027.55,No,9.54,177571.33,All,Hired,1,80.06
35,Female,Secondary,Married,North West,Kaduna,1.58,Sorghum,Cattle,8,Yes,3,No,No,0,Defaulted,No,No,228833.35,No,4.64,245860.52,None,Hired,0,29.92
20,Male,Secondary,Single,North East,Yobe,2.68,Sorghum,Sheep,10,No,3,Yes,No,0,Late,Yes,Yes,395762.01,Yes,18.91,178330.39,None,Hired,0,44.99
23,Male,Secondary,Married,North Central,Kwara,3.2,Sesame,Pigs,3,Yes,2,Yes,No,0,Paid on Time,Yes,Yes,387449.63,No,3.65,118863.77,All,Hired,1,49.03
22,Female,Secondary,Divorced,South West,Osun,1.48,Cassava,Pigs,17,No,1,No,Yes,353685,Paid on Time,No,No,376119.24,No,5.33,223032.84,Some,Family,1,63.08
23,Female,Secondary,Single,North West,Katsina,1.12,Maize,Sheep,15,No,1,Yes,Yes,119579,Paid on Time,Yes,Yes,179806.41,Yes,8.89,164717.85,All,Hired,1,44.91
24,Male,Secondary,Married,South East,Anambra,0.97,Yam,None,0,No,1,No,Yes,84798,Paid on Time,Yes,Yes,286299.04,No,2.15,211614.19,All,Hired,1,82.06
31,Male,Primary,Divorced,South West,Oyo,2.83,Vegetables,Goats,8,No,1,No,No,0,Late,No,Yes,321267.4,Yes,10.35,109120.92,All,Family,0,35.29
24,Female,Tertiary,Divorced,South West,Ogun,2.36,Oil Palm,Pigs,2,No,3,No,No,0,Paid on Time,Yes,Yes,177763.72,Yes,16.28,146654.04,Some,Hired,1,72.84
20,Male,Secondary,Single,North West,Jigawa,1.73,Beans,Cattle,15,No,3,No,Yes,325894,Paid on Time,Yes,Yes,26988.22,No,14.89,192203.26,Some,Family,1,52.99
31,Female,Primary,Married,South South,Rivers,-0.09,Plantain,Pigs,20,No,2,Yes,Yes,392873,Paid on Time,Yes,Yes,485160.91,No,8.37,104116.29,Some,Family,1,44.49
30,Male,Primary,Married,North East,Yobe,3.76,Millet,Goats,10,No,3,Yes,No,0,Paid on Time,Yes,Yes,454639.87,No,5.58,164391.57,None,Both,1,87.24
18,Male,Secondary,Single,South West,Osun,2.7,Maize,None,0,Yes,3,No,Yes,290125,Paid on Time,Yes,Yes,447140.03,No,14.97,182881.68,All,Family,1,58.31
26,Male,Secondary,Married,South West,Ondo,2.17,Plantain,Goats,20,No,3,Yes,Yes,174826,Paid on Time,Yes,No,168211.41,No,2.63,167598.05,None,Family,1,43.76
19,Male,Primary,Married,South East,Abia,1.3,Rice,None,0,No,3,No,No,0,Paid on Time,Yes,Yes,166494.77,Yes,7.86,116913.71,All,Hired,1,47.26
20,Female,Secondary,Married,North West,Kaduna,2.77,Cotton,Sheep,17,No,1,Yes,Yes,221361,Paid on Time,Yes,Yes,219564.98,Yes,12.33,81383.08,None,Family,1,78.17
20,Female,Secondary,Married,South South,Cross River,-0.3,Rubber,Goats,10,No,3,Yes,No,0,Paid on Time,Yes,Yes,353557.17,No,8.99,147262.68,All,Family,1,89.5
19,Female,Secondary,Single,South South,Bayelsa,2.77,Oil Palm,None,0,No,2,No,No,0,Paid on Time,No,Yes,238460.03,Yes,15.33,115579.12,Some,Family,1,60.97
18,Male,Secondary,Married,North West,Katsina,2.03,Groundnut,Sheep,20,No,1,Yes,No,0,Paid on Time,Yes,Yes,524098.41,No,16.27,120096.83,All,Family,1,59.42
20,Male,Secondary,Married,North East,Yobe,1.18,Maize,None,0,No,1,No,No,0,Paid on Time,No,Yes,344075.68,Yes,6.24,139702.82,All,Family,1,40.48
23,Female,Secondary,Married,South East,Abia,3.33,Vegetables,Goats,15,No,2,No,Yes,317535,Paid on Time,No,Yes,308017.34,No,11.44,136640.42,All,Family,1,53.12
35,Male,Secondary,Single,North West,Katsina,1.7,Maize,Sheep,20,No,2,Yes,No,0,Paid on Time,Yes,No,197917.23,No,10.12,201359.74,Some,Family,1,63.41
33,Male,Secondary,Married,North West,Kano,1.93,Sorghum,Cattle,17,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,315741.48,Yes,6.91,95057.52,All,Hired,1,66.45
30,Female,Primary,Single,North West,Zamfara,2.47,Rice,Poultry,2,No,1,No,No,0,Defaulted,Yes,Yes,215012.83,No,13.17,164149.34,None,Family,0,40.47
20,Male,Secondary,Single,South West,Oyo,0.5,Maize,Poultry,19,No,1,No,No,0,Late,Yes,No,339438.09,No,8.15,177575.56,None,Family,0,39.75
18,Female,Primary,Single,North East,Taraba,2.46,Maize,None,0,No,1,No,Yes,149138,Late,Yes,No,356799.45,Yes,10.2,161898.24,Some,Family,0,47.82
30,Male,Secondary,Married,South South,Delta,1.25,Cassava,None,0,No,2,Yes,No,0,Defaulted,No,Yes,229309.22,Yes,13.87,250959.96,Some,Both,0,47.32
26,Female,Secondary,Single,South West,Lagos,3.32,Cassava,Pigs,6,Yes,3,Yes,Yes,475760,Paid on Time,Yes,Yes,295294.15,No,6.88,193649.4,None,Family,1,49.63
23,Female,Primary,Divorced,North East,Borno,-0.95,Groundnut,Cattle,14,No,1,Yes,No,0,Paid on Time,No,Yes,247689.57,No,12.3,246819.48,None,Hired,1,83.85
20,Male,Secondary,Divorced,North West,Zamfara,0.34,Maize,Poultry,16,No,3,No,No,0,Paid on Time,No,No,282244.24,No,5.08,99470.47,None,Family,1,43.15
23,Female,Secondary,Married,North Central,FCT,1.68,Rice,Pigs,7,No,3,No,Yes,224115,Paid on Time,Yes,Yes,323151.88,Yes,13.22,125553.48,Some,Family,1,57.14
25,Female,Tertiary,Single,South West,Oyo,2.42,Cassava,Goats,11,No,3,No,No,0,Paid on Time,Yes,Yes,261444.1,Yes,10.48,142095.17,Some,Family,1,65.46
21,Female,Secondary,Married,North Central,Plateau,1.05,Yam,Cattle,8,Yes,1,Yes,No,0,Paid on Time,Yes,Yes,360682.51,No,13.09,64628.35,Some,Family,1,56.51
30,Male,Primary,Married,South East,Enugu,1.48,Yam,Pigs,9,No,3,Yes,No,0,Paid on Time,No,Yes,408666.08,Yes,20.25,95664.07,All,Hired,1,80.39
20,Male,Secondary,Single,South West,Ondo,0.15,Plantain,Pigs,6,Yes,1,No,No,0,Late,Yes,Yes,475900.46,Yes,8.23,170652.37,None,Family,0,18.75
21,Male,Tertiary,Single,North Central,Benue,0.72,Cassava,Goats,3,No,3,Yes,No,0,Paid on Time,Yes,No,320923.17,Yes,12.91,132139.89,All,Family,1,53.46
22,Male,Primary,Single,South South,Akwa Ibom,3.08,Oil Palm,None,0,Yes,3,Yes,No,0,Paid on Time,Yes,No,351711.31,Yes,7.63,95967.03,Some,Family,1,49.18
25,Male,Tertiary,Single,South West,Lagos,2.26,Vegetables,None,0,Yes,1,No,Yes,173919,Paid on Time,No,No,160282.32,Yes,10.66,122966.03,Some,Both,1,77.32
24,Male,Primary,Divorced,South West,Ondo,3.82,Vegetables,None,0,No,2,No,Yes,120908,Paid on Time,Yes,No,346757.49,Yes,8.82,125502.8,Some,Family,1,59.78
27,Male,Secondary,Married,North East,Taraba,1.21,Sorghum,Goats,2,No,1,No,No,0,Late,No,Yes,212983.68,Yes,13.1,137576.07,None,Family,0,14.38
32,Female,Primary,Married,North Central,FCT,-0.39,Sesame,None,0,Yes,1,No,Yes,352572,Paid on Time,No,Yes,334696.03,Yes,4.36,269650.61,All,Family,1,52.09
29,Female,Secondary,Married,South East,Ebonyi,1.26,Yam,Pigs,6,No,1,Yes,Yes,472296,Paid on Time,No,No,386027.74,No,4.79,160162.39,None,Hired,1,78.34
22,Male,Secondary,Single,North Central,Kwara,2.23,Sesame,None,0,No,2,Yes,No,0,Paid on Time,Yes,No,263605.94,No,9.07,119588.04,None,Hired,1,56.16
20,Female,Primary,Single,South South,Edo,0.04,Rubber,Poultry,2,No,2,Yes,Yes,454719,Defaulted,Yes,Yes,208238.4,Yes,12.28,109798.92,All,Family,0,44.11
25,Female,Secondary,Single,North East,Bauchi,1.17,Maize,Cattle,3,No,2,Yes,Yes,342278,Paid on Time,Yes,Yes,359450.9,No,17.11,104061.23,None,Hired,1,78.03
30,Female,Tertiary,Married,North East,Borno,1.3,Millet,Cattle,8,No,3,Yes,No,0,Paid on Time,Yes,Yes,57338.2,Yes,10.44,266128.29,Some,Family,1,52.68
24,Female,Secondary,Single,South East,Anambra,0.25,Yam,Poultry,5,No,1,No,No,0,Defaulted,No,Yes,281775.82,No,17.49,206244.98,All,Family,0,39.63
24,Female,Secondary,Married,South South,Edo,3.02,Rubber,Goats,20,No,1,No,No,0,Late,Yes,Yes,312555.85,No,11.67,131004.6,None,Hired,0,16.56
23,Male,Secondary,Married,South East,Imo,1.6,Oil Palm,Goats,8,Yes,2,No,No,0,Late,Yes,Yes,243199.84,No,11.68,204208.05,All,Family,0,43.88
26,Female,Tertiary,Single,North West,Zamfara,0.62,Beans,Goats,18,No,1,No,No,0,Paid on Time,Yes,Yes,240322.75,No,10.72,112160.98,All,Family,1,58.98
22,Male,Secondary,Single,North West,Zamfara,2.02,Sorghum,Cattle,20,Yes,3,No,No,0,Paid on Time,No,Yes,176097.67,No,19.13,203865.36,All,Both,1,60.33
24,Female,Secondary,Married,North West,Kano,-0.82,Cotton,Sheep,4,No,1,Yes,Yes,399068,Paid on Time,Yes,No,279703.17,No,8.62,116086.08,All,Both,1,42.65
33,Male,Primary,Single,South South,Rivers,2.88,Vegetables,Goats,9,No,2,Yes,No,0,Late,Yes,Yes,288343.78,No,15.98,194087.32,None,Hired,0,44.11
24,Female,Secondary,Single,South South,Akwa Ibom,3.03,Rice,Poultry,1,No,2,Yes,No,0,Defaulted,Yes,Yes,189927.78,No,13.97,132110.65,All,Family,0,20.42
32,Male,Secondary,Single,North East,Bauchi,0.21,Millet,None,0,Yes,3,Yes,No,0,Defaulted,Yes,Yes,492035.14,Yes,20.22,123727.33,All,Family,0,50.95
20,Male,Secondary,Single,South South,Akwa Ibom,3.77,Cassava,Pigs,12,No,1,Yes,Yes,292076,Paid on Time,Yes,Yes,368920.69,Yes,8.99,109061.78,All,Hired,1,78.7
33,Male,Secondary,Single,South West,Lagos,2.31,Oil Palm,Goats,5,Yes,1,No,Yes,191370,Defaulted,Yes,Yes,243569.71,No,5.95,210091.84,All,Family,0,18.61
24,Female,Secondary,Married,North West,Kano,3.05,Sorghum,Goats,4,No,3,No,No,0,Paid on Time,Yes,Yes,223807.22,No,9.57,154452.49,All,Hired,1,78.64
28,Male,Secondary,Married,North East,Taraba,2.82,Millet,Cattle,3,No,1,No,Yes,358479,Paid on Time,Yes,Yes,213047.76,No,2.84,169899.52,All,Hired,1,57.14
27,Male,Tertiary,Single,South South,Bayelsa,2.74,Rice,Poultry,8,Yes,3,Yes,Yes,106625,Paid on Time,Yes,No,432874.14,No,5.58,202375.97,Some,Family,1,50.67
18,Male,Tertiary,Married,North East,Taraba,1.52,Cowpea,Cattle,12,No,1,Yes,Yes,204103,Paid on Time,Yes,Yes,238346.31,Yes,15.4,184591.44,Some,Family,1,60.42
28,Female,Primary,Single,South West,Osun,4.22,Cocoa,Poultry,17,No,3,Yes,No,0,Paid on Time,Yes,Yes,386405.81,No,6.54,243713.98,All,Family,1,56.88
20,Female,Primary,Married,South West,Oyo,1.21,Cocoa,Goats,6,No,1,Yes,No,0,Late,Yes,Yes,271768.8,No,5.31,167463.94,Some,Family,0,56.57
32,Male,Secondary,Married,South West,Oyo,2.04,Plantain,None,0,No,2,Yes,No,0,Paid on Time,Yes,Yes,355496.72,No,19.42,167566.77,All,Family,1,52.96
27,Male,Secondary,Married,South West,Oyo,2.2,Oil Palm,None,0,No,1,No,Yes,127093,Paid on Time,Yes,No,412702.03,No,9.61,155638.54,None,Hired,1,78.2
30,Male,Secondary,Single,North East,Gombe,3.52,Millet,None,0,No,1,Yes,No,0,Late,Yes,No,136904.68,No,5.12,260289.32,None,Family,0,17.69
29,Female,Secondary,Divorced,South East,Imo,-0.0,Rice,Goats,2,No,2,Yes,No,0,Paid on Time,Yes,No,305926.32,Yes,13.4,92103.32,Some,Family,1,46.41
29,Male,Tertiary,Single,South East,Ebonyi,2.54,Oil Palm,None,0,No,1,Yes,Yes,293677,Paid on Time,No,Yes,276497.05,Yes,10.81,193119.53,Some,Family,1,63.43
24,Female,Tertiary,Married,North Central,Kwara,-0.13,Rice,Poultry,4,Yes,1,Yes,Yes,467531,Paid on Time,No,Yes,509975.25,Yes,10.63,78295.13,All,Family,1,46.5
33,Female,Secondary,Married,South West,Ondo,3.72,Vegetables,Goats,8,No,3,No,Yes,209852,Paid on Time,Yes,Yes,172504.09,No,17.01,147380.98,Some,Both,1,59.76
26,Female,Tertiary,Single,South East,Abia,3.12,Rice,Poultry,13,No,3,Yes,Yes,396955,Paid on Time,No,Yes,330592.64,Yes,0.08,123989.55,None,Hired,1,80.91
31,Male,Tertiary,Single,North West,Kebbi,3.8,Beans,Cattle,8,Yes,1,Yes,No,0,Late,Yes,No,341607.99,No,6.25,255604.47,All,Both,0,15.56
28,Female,Secondary,Married,North East,Taraba,1.71,Sorghum,Sheep,2,Yes,3,No,Yes,498920,Paid on Time,No,Yes,212016.07,No,16.38,236460.76,All,Family,1,74.61
30,Male,Secondary,Married,North East,Taraba,1.31,Groundnut,Cattle,13,No,3,Yes,Yes,231026,Paid on Time,No,Yes,357656.11,No,0.28,176572.53,All,Family,1,53.95
19,Male,Secondary,Single,North West,Katsina,3.07,Millet,None,0,Yes,3,No,No,0,Late,No,Yes,342434.49,Yes,18.57,136807.97,All,Both,0,37.16
32,Female,Primary,Single,South East,Ebonyi,0.75,Oil Palm,Goats,2,No,3,No,No,0,Defaulted,Yes,No,294816.08,No,12.23,59961.46,Some,Family,0,51.36
31,Male,Primary,Single,South South,Cross River,3.4,Cassava,None,0,No,2,Yes,No,0,Paid on Time,No,Yes,234833.6,Yes,12.71,212938.06,None,Hired,1,69.94
24,Male,Tertiary,Single,North West,Katsina,0.95,Sorghum,Sheep,16,No,2,No,No,0,Defaulted,Yes,No,307927.69,Yes,8.0,174743.56,Some,Both,0,57.35
